CUPS;Fecha y hora de la medida;Periodo;Medida de la magnitud Activa Entrante (neta);Medida de la magnitud activa saliente (neta);Medida de la magnitud Reactiva Inductiva;Medida de la magnitud Reactiva Capacitiva;Potencia maxima demandada
ES0031408318021001RP;01/01/2024 09:15:00;10;25;0;5;0;100
ES0031408318021001RP;01/01/2024 09:30:00;10;25;0;5;0;100
ES0031408318021001RP;01/01/2024 09:45:00;10;25;0;6;0;100
ES0031408318021001RP;01/01/2024 10:00:00;10;25;0;6;0;100
ES0031408318021001RP;01/01/2024 10:15:00;11;25;0;5;0;100
ES0031408318021001RP;01/01/2024 10:30:00;11;25;0;5;0;100
ES0031408318021001RP;01/01/2024 10:45:00;11;25;0;6;0;100
ES0031408318021001RP;01/01/2024 11:00:00;11;26;0;5;0;104
ES0031408318021001RP;01/01/2024 11:15:00;12;25;0;5;0;100
ES0031408318021001RP;01/01/2024 11:30:00;12;24;0;5;0;96
ES0031408318021001RP;01/01/2024 11:45:00;12;25;0;6;0;100
ES0031408318021001RP;01/01/2024 12:00:00;12;25;0;5;0;100
ES0031408318021001RP;01/01/2024 12:15:00;13;25;0;5;0;100
ES0031408318021001RP;01/01/2024 12:30:00;13;25;0;6;0;100
ES0031408318021001RP;01/01/2024 12:45:00;13;24;0;5;0;96
ES0031408318021001RP;01/01/2024 13:00:00;13;26;0;6;0;104
ES0031408318021001RP;01/01/2024 13:15:00;14;24;0;5;0;96
ES0031408318021001RP;01/01/2024 13:30:00;14;25;0;6;0;100
ES0031408318021001RP;01/01/2024 13:45:00;14;25;0;5;0;100
ES0031408318021001RP;01/01/2024 14:00:00;14;25;0;6;0;100
ES0031408318021001RP;01/01/2024 14:15:00;15;24;0;5;0;96
ES0031408318021001RP;01/01/2024 14:30:00;15;25;0;5;0;100
ES0031408318021001RP;01/01/2024 14:45:00;15;25;0;6;0;100
ES0031408318021001RP;01/01/2024 15:00:00;15;26;0;5;0;104
ES0031408318021001RP;01/01/2024 15:15:00;16;25;0;5;0;100
ES0031408318021001RP;01/01/2024 15:30:00;16;25;0;5;0;100
ES0031408318021001RP;01/01/2024 15:45:00;16;25;0;6;0;100
ES0031408318021001RP;01/01/2024 16:00:00;16;25;0;6;0;100
ES0031408318021001RP;01/01/2024 16:15:00;17;26;0;6;0;104
ES0031408318021001RP;01/01/2024 16:30:00;17;25;0;5;0;100
ES0031408318021001RP;01/01/2024 16:45:00;17;25;0;6;0;100
ES0031408318021001RP;01/01/2024 17:00:00;17;27;0;6;0;108
ES0031408318021001RP;01/01/2024 17:15:00;18;26;0;5;0;104
ES0031408318021001RP;01/01/2024 17:30:00;18;25;0;5;0;100
ES0031408318021001RP;01/01/2024 17:45:00;18;26;0;5;0;104
ES0031408318021001RP;01/01/2024 18:00:00;18;26;0;6;0;104
ES0031408318021001RP;01/01/2024 18:15:00;19;26;0;5;0;104
ES0031408318021001RP;01/01/2024 18:30:00;19;26;0;6;0;104
ES0031408318021001RP;01/01/2024 18:45:00;19;27;0;5;0;108
ES0031408318021001RP;01/01/2024 19:00:00;19;26;0;6;0;104
ES0031408318021001RP;01/01/2024 19:15:00;20;25;0;5;0;100
ES0031408318021001RP;01/01/2024 19:30:00;20;26;0;6;0;104
ES0031408318021001RP;01/01/2024 19:45:00;20;26;0;5;0;104
ES0031408318021001RP;01/01/2024 20:00:00;20;26;0;5;0;104
ES0031408318021001RP;01/01/2024 20:15:00;21;25;0;6;0;100
ES0031408318021001RP;01/01/2024 20:30:00;21;26;0;5;0;104
ES0031408318021001RP;01/01/2024 20:45:00;21;27;0;6;0;108
ES0031408318021001RP;01/01/2024 21:00:00;21;26;0;7;0;104
ES0031408318021001RP;01/01/2024 21:15:00;22;27;0;6;0;108
ES0031408318021001RP;01/01/2024 21:30:00;22;27;0;6;0;108
ES0031408318021001RP;01/01/2024 21:45:00;22;26;0;6;0;104
ES0031408318021001RP;01/01/2024 22:00:00;22;25;0;6;0;100
ES0031408318021001RP;01/01/2024 22:15:00;23;26;0;7;0;104
ES0031408318021001RP;01/01/2024 22:30:00;23;26;0;6;0;104
ES0031408318021001RP;01/01/2024 22:45:00;23;26;0;8;0;104
ES0031408318021001RP;01/01/2024 23:00:00;23;25;0;6;0;100
ES0031408318021001RP;01/01/2024 23:15:00;24;26;0;7;0;104
ES0031408318021001RP;01/01/2024 23:30:00;24;24;0;6;0;96
ES0031408318021001RP;01/01/2024 23:45:00;24;24;0;7;0;96
ES0031408318021001RP;02/01/2024 00:00:00;24;24;0;6;0;96
ES0031408318021001RP;02/01/2024 00:15:00;1;25;0;6;0;100
ES0031408318021001RP;02/01/2024 00:30:00;1;25;0;7;0;100
ES0031408318021001RP;02/01/2024 00:45:00;1;27;0;7;0;108
ES0031408318021001RP;02/01/2024 01:00:00;1;27;0;6;0;108
ES0031408318021001RP;02/01/2024 01:15:00;2;27;0;6;0;108
ES0031408318021001RP;02/01/2024 01:30:00;2;27;0;6;0;108
ES0031408318021001RP;02/01/2024 01:45:00;2;26;0;7;0;104
ES0031408318021001RP;02/01/2024 02:00:00;2;26;0;6;0;104
ES0031408318021001RP;02/01/2024 02:15:00;3;27;0;6;0;108
ES0031408318021001RP;02/01/2024 02:30:00;3;25;0;6;0;100
ES0031408318021001RP;02/01/2024 02:45:00;3;25;0;6;0;100
ES0031408318021001RP;02/01/2024 03:00:00;3;24;0;6;0;96
ES0031408318021001RP;02/01/2024 03:15:00;4;24;0;5;0;96
ES0031408318021001RP;02/01/2024 03:30:00;4;25;0;6;0;100
ES0031408318021001RP;02/01/2024 03:45:00;4;25;0;6;0;100
ES0031408318021001RP;02/01/2024 04:00:00;4;24;0;5;0;96
ES0031408318021001RP;02/01/2024 04:15:00;5;25;0;6;0;100
ES0031408318021001RP;02/01/2024 04:30:00;5;25;0;5;0;100
ES0031408318021001RP;02/01/2024 04:45:00;5;26;0;7;0;104
ES0031408318021001RP;02/01/2024 05:00:00;5;25;0;6;0;100
ES0031408318021001RP;02/01/2024 05:15:00;6;25;0;6;0;100
ES0031408318021001RP;02/01/2024 05:30:00;6;25;0;6;0;100
ES0031408318021001RP;02/01/2024 05:45:00;6;28;0;6;0;112
ES0031408318021001RP;02/01/2024 06:00:00;6;31;0;8;0;124
ES0031408318021001RP;02/01/2024 06:15:00;7;51;0;10;0;204
ES0031408318021001RP;02/01/2024 06:30:00;7;57;0;11;0;228
ES0031408318021001RP;02/01/2024 06:45:00;7;58;0;11;0;232
ES0031408318021001RP;02/01/2024 07:00:00;7;55;0;11;0;220
ES0031408318021001RP;02/01/2024 07:15:00;8;51;0;9;0;204
ES0031408318021001RP;02/01/2024 07:30:00;8;50;0;10;0;200
ES0031408318021001RP;02/01/2024 07:45:00;8;51;0;9;0;204
ES0031408318021001RP;02/01/2024 08:00:00;8;51;0;8;0;204
ES0031408318021001RP;02/01/2024 08:15:00;9;57;0;8;0;228
ES0031408318021001RP;02/01/2024 08:30:00;9;46;0;8;0;184
ES0031408318021001RP;02/01/2024 08:45:00;9;47;0;7;0;188
ES0031408318021001RP;02/01/2024 09:00:00;9;45;0;8;0;180
ES0031408318021001RP;02/01/2024 09:15:00;10;46;0;7;0;184
ES0031408318021001RP;02/01/2024 09:30:00;10;45;0;7;0;180
ES0031408318021001RP;02/01/2024 09:45:00;10;45;0;7;0;180
ES0031408318021001RP;02/01/2024 10:00:00;10;47;0;8;0;188
ES0031408318021001RP;02/01/2024 10:15:00;11;45;0;7;0;180
ES0031408318021001RP;02/01/2024 10:30:00;11;44;0;9;0;176
ES0031408318021001RP;02/01/2024 10:45:00;11;42;0;8;0;168
ES0031408318021001RP;02/01/2024 11:00:00;11;44;0;8;0;176
ES0031408318021001RP;02/01/2024 11:15:00;12;43;0;8;0;172
ES0031408318021001RP;02/01/2024 11:30:00;12;42;0;7;0;168
ES0031408318021001RP;02/01/2024 11:45:00;12;41;0;6;0;164
ES0031408318021001RP;02/01/2024 12:00:00;12;44;0;8;0;176
ES0031408318021001RP;02/01/2024 12:15:00;13;43;0;8;0;172
ES0031408318021001RP;02/01/2024 12:30:00;13;42;0;7;0;168
ES0031408318021001RP;02/01/2024 12:45:00;13;44;0;8;0;176
ES0031408318021001RP;02/01/2024 13:00:00;13;45;0;7;0;180
ES0031408318021001RP;02/01/2024 13:15:00;14;44;0;7;0;176
ES0031408318021001RP;02/01/2024 13:30:00;14;43;0;7;0;172
ES0031408318021001RP;02/01/2024 13:45:00;14;45;0;8;0;180
ES0031408318021001RP;02/01/2024 14:00:00;14;45;0;7;0;180
ES0031408318021001RP;02/01/2024 14:15:00;15;43;0;7;0;172
ES0031408318021001RP;02/01/2024 14:30:00;15;41;0;7;0;164
ES0031408318021001RP;02/01/2024 14:45:00;15;41;0;7;0;164
ES0031408318021001RP;02/01/2024 15:00:00;15;39;0;6;0;156
ES0031408318021001RP;02/01/2024 15:15:00;16;38;0;6;0;152
ES0031408318021001RP;02/01/2024 15:30:00;16;38;0;8;0;152
ES0031408318021001RP;02/01/2024 15:45:00;16;37;0;7;0;148
ES0031408318021001RP;02/01/2024 16:00:00;16;37;0;7;0;148
ES0031408318021001RP;02/01/2024 16:15:00;17;37;0;7;0;148
ES0031408318021001RP;02/01/2024 16:30:00;17;36;0;7;0;144
ES0031408318021001RP;02/01/2024 16:45:00;17;38;0;6;0;152
ES0031408318021001RP;02/01/2024 17:00:00;17;38;0;6;0;152
ES0031408318021001RP;02/01/2024 17:15:00;18;38;0;6;0;152
ES0031408318021001RP;02/01/2024 17:30:00;18;38;0;7;0;152
ES0031408318021001RP;02/01/2024 17:45:00;18;37;0;6;0;148
ES0031408318021001RP;02/01/2024 18:00:00;18;37;0;6;0;148
ES0031408318021001RP;02/01/2024 18:15:00;19;38;0;7;0;152
ES0031408318021001RP;02/01/2024 18:30:00;19;37;0;8;0;148
ES0031408318021001RP;02/01/2024 18:45:00;19;36;0;6;0;144
ES0031408318021001RP;02/01/2024 19:00:00;19;35;0;7;0;140
ES0031408318021001RP;02/01/2024 19:15:00;20;34;0;6;0;136
ES0031408318021001RP;02/01/2024 19:30:00;20;36;0;6;0;144
ES0031408318021001RP;02/01/2024 19:45:00;20;36;0;7;0;144
ES0031408318021001RP;02/01/2024 20:00:00;20;35;0;7;0;140
ES0031408318021001RP;02/01/2024 20:15:00;21;33;0;7;0;132
ES0031408318021001RP;02/01/2024 20:30:00;21;33;0;7;0;132
ES0031408318021001RP;02/01/2024 20:45:00;21;32;0;6;0;128
ES0031408318021001RP;02/01/2024 21:00:00;21;32;0;6;0;128
ES0031408318021001RP;02/01/2024 21:15:00;22;31;0;7;0;124
ES0031408318021001RP;02/01/2024 21:30:00;22;31;0;6;0;124
ES0031408318021001RP;02/01/2024 21:45:00;22;28;0;6;0;112
ES0031408318021001RP;02/01/2024 22:00:00;22;28;0;6;0;112
ES0031408318021001RP;02/01/2024 22:15:00;23;26;0;7;0;104
ES0031408318021001RP;02/01/2024 22:30:00;23;26;0;7;0;104
ES0031408318021001RP;02/01/2024 22:45:00;23;26;0;7;0;104
ES0031408318021001RP;02/01/2024 23:00:00;23;26;0;7;0;104
ES0031408318021001RP;02/01/2024 23:15:00;24;25;0;7;0;100
ES0031408318021001RP;02/01/2024 23:30:00;24;25;0;6;0;100
ES0031408318021001RP;02/01/2024 23:45:00;24;25;0;6;0;100
ES0031408318021001RP;03/01/2024 00:00:00;24;26;0;7;0;104
ES0031408318021001RP;03/01/2024 00:15:00;1;24;0;6;0;96
ES0031408318021001RP;03/01/2024 00:30:00;1;25;0;6;0;100
ES0031408318021001RP;03/01/2024 00:45:00;1;23;0;6;0;92
ES0031408318021001RP;03/01/2024 01:00:00;1;25;0;6;0;100
ES0031408318021001RP;03/01/2024 01:15:00;2;25;0;7;0;100
ES0031408318021001RP;03/01/2024 01:30:00;2;26;0;6;0;104
ES0031408318021001RP;03/01/2024 01:45:00;2;27;0;6;0;108
ES0031408318021001RP;03/01/2024 02:00:00;2;26;0;7;0;104
ES0031408318021001RP;03/01/2024 02:15:00;3;27;0;7;0;108
ES0031408318021001RP;03/01/2024 02:30:00;3;26;0;7;0;104
ES0031408318021001RP;03/01/2024 02:45:00;3;25;0;6;0;100
ES0031408318021001RP;03/01/2024 03:00:00;3;26;0;6;0;104
ES0031408318021001RP;03/01/2024 03:15:00;4;27;0;7;0;108
ES0031408318021001RP;03/01/2024 03:30:00;4;24;0;6;0;96
ES0031408318021001RP;03/01/2024 03:45:00;4;25;0;6;0;100
ES0031408318021001RP;03/01/2024 04:00:00;4;24;0;6;0;96
ES0031408318021001RP;03/01/2024 04:15:00;5;23;0;6;0;92
ES0031408318021001RP;03/01/2024 04:30:00;5;23;0;6;0;92
ES0031408318021001RP;03/01/2024 04:45:00;5;24;0;6;0;96
ES0031408318021001RP;03/01/2024 05:00:00;5;24;0;6;0;96
ES0031408318021001RP;03/01/2024 05:15:00;6;24;0;5;0;96
ES0031408318021001RP;03/01/2024 05:30:00;6;24;0;7;0;96
ES0031408318021001RP;03/01/2024 05:45:00;6;25;0;6;0;100
ES0031408318021001RP;03/01/2024 06:00:00;6;30;0;8;0;120
ES0031408318021001RP;03/01/2024 06:15:00;7;39;0;9;0;156
ES0031408318021001RP;03/01/2024 06:30:00;7;42;0;9;0;168
ES0031408318021001RP;03/01/2024 06:45:00;7;42;0;8;0;168
ES0031408318021001RP;03/01/2024 07:00:00;7;42;0;7;0;168
ES0031408318021001RP;03/01/2024 07:15:00;8;41;0;7;0;164
ES0031408318021001RP;03/01/2024 07:30:00;8;39;0;7;0;156
ES0031408318021001RP;03/01/2024 07:45:00;8;41;0;7;0;164
ES0031408318021001RP;03/01/2024 08:00:00;8;41;0;7;0;164
ES0031408318021001RP;03/01/2024 08:15:00;9;43;0;7;0;172
ES0031408318021001RP;03/01/2024 08:30:00;9;44;0;7;0;176
ES0031408318021001RP;03/01/2024 08:45:00;9;46;0;7;0;184
ES0031408318021001RP;03/01/2024 09:00:00;9;45;0;6;0;180
ES0031408318021001RP;03/01/2024 09:15:00;10;45;0;7;0;180
ES0031408318021001RP;03/01/2024 09:30:00;10;44;0;6;0;176
ES0031408318021001RP;03/01/2024 09:45:00;10;47;0;8;0;188
ES0031408318021001RP;03/01/2024 10:00:00;10;46;0;7;0;184
ES0031408318021001RP;03/01/2024 10:15:00;11;48;0;9;0;192
ES0031408318021001RP;03/01/2024 10:30:00;11;48;0;9;0;192
ES0031408318021001RP;03/01/2024 10:45:00;11;49;0;9;0;196
ES0031408318021001RP;03/01/2024 11:00:00;11;50;0;9;0;200
ES0031408318021001RP;03/01/2024 11:15:00;12;51;0;10;0;204
ES0031408318021001RP;03/01/2024 11:30:00;12;49;0;9;0;196
ES0031408318021001RP;03/01/2024 11:45:00;12;50;0;9;0;200
ES0031408318021001RP;03/01/2024 12:00:00;12;50;0;9;0;200
ES0031408318021001RP;03/01/2024 12:15:00;13;47;0;9;0;188
ES0031408318021001RP;03/01/2024 12:30:00;13;45;0;9;0;180
ES0031408318021001RP;03/01/2024 12:45:00;13;44;0;7;0;176
ES0031408318021001RP;03/01/2024 13:00:00;13;45;0;9;0;180
ES0031408318021001RP;03/01/2024 13:15:00;14;47;0;9;0;188
ES0031408318021001RP;03/01/2024 13:30:00;14;48;0;11;0;192
ES0031408318021001RP;03/01/2024 13:45:00;14;51;0;9;0;204
ES0031408318021001RP;03/01/2024 14:00:00;14;54;0;11;0;216
ES0031408318021001RP;03/01/2024 14:15:00;15;53;0;9;0;212
ES0031408318021001RP;03/01/2024 14:30:00;15;52;0;8;0;208
ES0031408318021001RP;03/01/2024 14:45:00;15;43;0;9;0;172
ES0031408318021001RP;03/01/2024 15:00:00;15;41;0;8;0;164
ES0031408318021001RP;03/01/2024 15:15:00;16;42;0;9;0;168
ES0031408318021001RP;03/01/2024 15:30:00;16;42;0;8;0;168
ES0031408318021001RP;03/01/2024 15:45:00;16;40;0;8;0;160
ES0031408318021001RP;03/01/2024 16:00:00;16;42;0;7;0;168
ES0031408318021001RP;03/01/2024 16:15:00;17;41;0;8;0;164
ES0031408318021001RP;03/01/2024 16:30:00;17;41;0;8;0;164
ES0031408318021001RP;03/01/2024 16:45:00;17;40;0;7;0;160
ES0031408318021001RP;03/01/2024 17:00:00;17;39;0;7;0;156
ES0031408318021001RP;03/01/2024 17:15:00;18;38;0;8;0;152
ES0031408318021001RP;03/01/2024 17:30:00;18;39;0;7;0;156
ES0031408318021001RP;03/01/2024 17:45:00;18;41;0;8;0;164
ES0031408318021001RP;03/01/2024 18:00:00;18;39;0;7;0;156
ES0031408318021001RP;03/01/2024 18:15:00;19;39;0;8;0;156
ES0031408318021001RP;03/01/2024 18:30:00;19;38;0;7;0;152
ES0031408318021001RP;03/01/2024 18:45:00;19;37;0;7;0;148
ES0031408318021001RP;03/01/2024 19:00:00;19;36;0;7;0;144
ES0031408318021001RP;03/01/2024 19:15:00;20;36;0;7;0;144
ES0031408318021001RP;03/01/2024 19:30:00;20;35;0;7;0;140
ES0031408318021001RP;03/01/2024 19:45:00;20;34;0;7;0;136
ES0031408318021001RP;03/01/2024 20:00:00;20;34;0;7;0;136
ES0031408318021001RP;03/01/2024 20:15:00;21;32;0;7;0;128
ES0031408318021001RP;03/01/2024 20:30:00;21;32;0;7;0;128
ES0031408318021001RP;03/01/2024 20:45:00;21;33;0;7;0;132
ES0031408318021001RP;03/01/2024 21:00:00;21;31;0;6;0;124
ES0031408318021001RP;03/01/2024 21:15:00;22;31;0;6;0;124
ES0031408318021001RP;03/01/2024 21:30:00;22;31;0;6;0;124
ES0031408318021001RP;03/01/2024 21:45:00;22;29;0;6;0;116
ES0031408318021001RP;03/01/2024 22:00:00;22;28;0;7;0;112
ES0031408318021001RP;03/01/2024 22:15:00;23;25;0;6;0;100
ES0031408318021001RP;03/01/2024 22:30:00;23;26;0;7;0;104
ES0031408318021001RP;03/01/2024 22:45:00;23;25;0;7;0;100
ES0031408318021001RP;03/01/2024 23:00:00;23;26;0;7;0;104
ES0031408318021001RP;03/01/2024 23:15:00;24;28;0;7;0;112
ES0031408318021001RP;03/01/2024 23:30:00;24;28;0;7;0;112
ES0031408318021001RP;03/01/2024 23:45:00;24;27;0;7;0;108
ES0031408318021001RP;04/01/2024 00:00:00;24;28;0;7;0;112
ES0031408318021001RP;04/01/2024 00:15:00;1;27;0;7;0;108
ES0031408318021001RP;04/01/2024 00:30:00;1;26;0;6;0;104
ES0031408318021001RP;04/01/2024 00:45:00;1;26;0;6;0;104
ES0031408318021001RP;04/01/2024 01:00:00;1;26;0;6;0;104
ES0031408318021001RP;04/01/2024 01:15:00;2;26;0;8;0;104
ES0031408318021001RP;04/01/2024 01:30:00;2;27;0;6;0;108
ES0031408318021001RP;04/01/2024 01:45:00;2;27;0;7;0;108
ES0031408318021001RP;04/01/2024 02:00:00;2;27;0;8;0;108
ES0031408318021001RP;04/01/2024 02:15:00;3;26;0;6;0;104
ES0031408318021001RP;04/01/2024 02:30:00;3;25;0;7;0;100
ES0031408318021001RP;04/01/2024 02:45:00;3;25;0;6;0;100
ES0031408318021001RP;04/01/2024 03:00:00;3;25;0;7;0;100
ES0031408318021001RP;04/01/2024 03:15:00;4;26;0;6;0;104
ES0031408318021001RP;04/01/2024 03:30:00;4;24;0;6;0;96
ES0031408318021001RP;04/01/2024 03:45:00;4;26;0;7;0;104
ES0031408318021001RP;04/01/2024 04:00:00;4;25;0;6;0;100
ES0031408318021001RP;04/01/2024 04:15:00;5;25;0;7;0;100
ES0031408318021001RP;04/01/2024 04:30:00;5;25;0;6;0;100
ES0031408318021001RP;04/01/2024 04:45:00;5;25;0;6;0;100
ES0031408318021001RP;04/01/2024 05:00:00;5;25;0;6;0;100
ES0031408318021001RP;04/01/2024 05:15:00;6;26;0;7;0;104
ES0031408318021001RP;04/01/2024 05:30:00;6;25;0;6;0;100
ES0031408318021001RP;04/01/2024 05:45:00;6;28;0;6;0;112
ES0031408318021001RP;04/01/2024 06:00:00;6;28;0;7;0;112
ES0031408318021001RP;04/01/2024 06:15:00;7;35;0;7;0;140
ES0031408318021001RP;04/01/2024 06:30:00;7;39;0;8;0;156
ES0031408318021001RP;04/01/2024 06:45:00;7;42;0;8;0;168
ES0031408318021001RP;04/01/2024 07:00:00;7;43;0;7;0;172
ES0031408318021001RP;04/01/2024 07:15:00;8;43;0;7;0;172
ES0031408318021001RP;04/01/2024 07:30:00;8;41;0;8;0;164
ES0031408318021001RP;04/01/2024 07:45:00;8;44;0;7;0;176
ES0031408318021001RP;04/01/2024 08:00:00;8;46;0;9;0;184
ES0031408318021001RP;04/01/2024 08:15:00;9;47;0;8;0;188
ES0031408318021001RP;04/01/2024 08:30:00;9;49;0;8;0;196
ES0031408318021001RP;04/01/2024 08:45:00;9;47;0;8;0;188
ES0031408318021001RP;04/01/2024 09:00:00;9;48;0;8;0;192
ES0031408318021001RP;04/01/2024 09:15:00;10;48;0;8;0;192
ES0031408318021001RP;04/01/2024 09:30:00;10;50;0;7;0;200
ES0031408318021001RP;04/01/2024 09:45:00;10;49;0;7;0;196
ES0031408318021001RP;04/01/2024 10:00:00;10;48;0;8;0;192
ES0031408318021001RP;04/01/2024 10:15:00;11;48;0;8;0;192
ES0031408318021001RP;04/01/2024 10:30:00;11;49;0;9;0;196
ES0031408318021001RP;04/01/2024 10:45:00;11;50;0;9;0;200
ES0031408318021001RP;04/01/2024 11:00:00;11;48;0;9;0;192
ES0031408318021001RP;04/01/2024 11:15:00;12;48;0;10;0;192
ES0031408318021001RP;04/01/2024 11:30:00;12;49;0;10;0;196
ES0031408318021001RP;04/01/2024 11:45:00;12;50;0;11;0;200
ES0031408318021001RP;04/01/2024 12:00:00;12;49;0;9;0;196
ES0031408318021001RP;04/01/2024 12:15:00;13;49;0;9;0;196
ES0031408318021001RP;04/01/2024 12:30:00;13;48;0;8;0;192
ES0031408318021001RP;04/01/2024 12:45:00;13;48;0;9;0;192
ES0031408318021001RP;04/01/2024 13:00:00;13;48;0;8;0;192
ES0031408318021001RP;04/01/2024 13:15:00;14;47;0;8;0;188
ES0031408318021001RP;04/01/2024 13:30:00;14;48;0;9;0;192
ES0031408318021001RP;04/01/2024 13:45:00;14;50;0;8;0;200
ES0031408318021001RP;04/01/2024 14:00:00;14;49;0;9;0;196
ES0031408318021001RP;04/01/2024 14:15:00;15;43;0;8;0;172
ES0031408318021001RP;04/01/2024 14:30:00;15;41;0;8;0;164
ES0031408318021001RP;04/01/2024 14:45:00;15;41;0;8;0;164
ES0031408318021001RP;04/01/2024 15:00:00;15;41;0;7;0;164
ES0031408318021001RP;04/01/2024 15:15:00;16;40;0;8;0;160
ES0031408318021001RP;04/01/2024 15:30:00;16;39;0;7;0;156
ES0031408318021001RP;04/01/2024 15:45:00;16;39;0;7;0;156
ES0031408318021001RP;04/01/2024 16:00:00;16;38;0;8;0;152
ES0031408318021001RP;04/01/2024 16:15:00;17;38;0;7;0;152
ES0031408318021001RP;04/01/2024 16:30:00;17;39;0;8;0;156
ES0031408318021001RP;04/01/2024 16:45:00;17;36;0;8;0;144
ES0031408318021001RP;04/01/2024 17:00:00;17;38;0;8;0;152
ES0031408318021001RP;04/01/2024 17:15:00;18;38;0;8;0;152
ES0031408318021001RP;04/01/2024 17:30:00;18;38;0;8;0;152
ES0031408318021001RP;04/01/2024 17:45:00;18;38;0;7;0;152
ES0031408318021001RP;04/01/2024 18:00:00;18;37;0;8;0;148
ES0031408318021001RP;04/01/2024 18:15:00;19;36;0;8;0;144
ES0031408318021001RP;04/01/2024 18:30:00;19;37;0;7;0;148
ES0031408318021001RP;04/01/2024 18:45:00;19;37;0;7;0;148
ES0031408318021001RP;04/01/2024 19:00:00;19;36;0;7;0;144
ES0031408318021001RP;04/01/2024 19:15:00;20;37;0;7;0;148
ES0031408318021001RP;04/01/2024 19:30:00;20;35;0;7;0;140
ES0031408318021001RP;04/01/2024 19:45:00;20;35;0;8;0;140
ES0031408318021001RP;04/01/2024 20:00:00;20;35;0;7;0;140
ES0031408318021001RP;04/01/2024 20:15:00;21;35;0;8;0;140
ES0031408318021001RP;04/01/2024 20:30:00;21;34;0;7;0;136
ES0031408318021001RP;04/01/2024 20:45:00;21;34;0;8;0;136
ES0031408318021001RP;04/01/2024 21:00:00;21;32;0;6;0;128
ES0031408318021001RP;04/01/2024 21:15:00;22;33;0;6;0;132
ES0031408318021001RP;04/01/2024 21:30:00;22;32;0;7;0;128
ES0031408318021001RP;04/01/2024 21:45:00;22;30;0;7;0;120
ES0031408318021001RP;04/01/2024 22:00:00;22;28;0;7;0;112
ES0031408318021001RP;04/01/2024 22:15:00;23;27;0;7;0;108
ES0031408318021001RP;04/01/2024 22:30:00;23;26;0;8;0;104
ES0031408318021001RP;04/01/2024 22:45:00;23;27;0;8;0;108
ES0031408318021001RP;04/01/2024 23:00:00;23;27;0;7;0;108
ES0031408318021001RP;04/01/2024 23:15:00;24;26;0;7;0;104
ES0031408318021001RP;04/01/2024 23:30:00;24;28;0;8;0;112
