CUPS;Fecha y hora de la medida;Periodo;Medida de la magnitud Activa Entrante (neta);Medida de la magnitud activa saliente (neta);Medida de la magnitud Reactiva Inductiva;Medida de la magnitud Reactiva Capacitiva;Potencia maxima demandada
ES0031408318021001RP; 02/01/2024 06:00:00;6;109;0;26;0;109
ES0031408318021001RP; 02/01/2024 07:00:00;7;221;0;43;0;221
ES0031408318021001RP; 02/01/2024 08:00:00;8;203;0;36;0;203
ES0031408318021001RP; 02/01/2024 09:00:00;9;195;0;31;0;195
ES0031408318021001RP; 02/01/2024 10:00:00;10;183;0;29;0;183
ES0031408318021001RP; 02/01/2024 11:00:00;11;175;0;32;0;175
ES0031408318021001RP; 02/01/2024 12:00:00;12;170;0;29;0;170
ES0031408318021001RP; 02/01/2024 13:00:00;13;174;0;30;0;174
ES0031408318021001RP; 02/01/2024 14:00:00;14;177;0;29;0;177
ES0031408318021001RP; 02/01/2024 15:00:00;15;164;0;27;0;164
ES0031408318021001RP; 02/01/2024 16:00:00;16;150;0;28;0;150
ES0031408318021001RP; 02/01/2024 17:00:00;17;149;0;26;0;149
ES0031408318021001RP; 02/01/2024 18:00:00;18;150;0;25;0;150
ES0031408318021001RP; 02/01/2024 19:00:00;19;146;0;28;0;146
ES0031408318021001RP; 02/01/2024 20:00:00;20;141;0;26;0;141
ES0031408318021001RP; 02/01/2024 21:00:00;21;130;0;26;0;130
ES0031408318021001RP; 02/01/2024 22:00:00;22;118;0;25;0;118
ES0031408318021001RP; 02/01/2024 23:00:00;23;104;0;28;0;104
ES0031408318021001RP; 02/01/2024 24:00:00;24;101;0;26;0;101
ES0031408318021001RP; 03/01/2024 01:00:00;1;97;0;24;0;97
ES0031408318021001RP; 03/01/2024 02:00:00;2;104;0;26;0;104
ES0031408318021001RP; 03/01/2024 03:00:00;3;104;0;26;0;104
ES0031408318021001RP; 03/01/2024 04:00:00;4;100;0;25;0;100
ES0031408318021001RP; 03/01/2024 05:00:00;5;94;0;24;0;94
ES0031408318021001RP; 03/01/2024 06:00:00;6;103;0;26;0;103
ES0031408318021001RP; 03/01/2024 07:00:00;7;165;0;33;0;165
ES0031408318021001RP; 03/01/2024 08:00:00;8;162;0;28;0;162
ES0031408318021001RP; 03/01/2024 09:00:00;9;178;0;27;0;178
ES0031408318021001RP; 03/01/2024 10:00:00;10;182;0;28;0;182
ES0031408318021001RP; 03/01/2024 11:00:00;11;195;0;36;0;195
ES0031408318021001RP; 03/01/2024 12:00:00;12;200;0;37;0;200
ES0031408318021001RP; 03/01/2024 13:00:00;13;181;0;34;0;181
ES0031408318021001RP; 03/01/2024 14:00:00;14;200;0;40;0;200
ES0031408318021001RP; 03/01/2024 15:00:00;15;189;0;34;0;189
ES0031408318021001RP; 03/01/2024 16:00:00;16;166;0;32;0;166
ES0031408318021001RP; 03/01/2024 17:00:00;17;161;0;30;0;161
ES0031408318021001RP; 03/01/2024 18:00:00;18;157;0;30;0;157
ES0031408318021001RP; 03/01/2024 19:00:00;19;150;0;29;0;150
ES0031408318021001RP; 03/01/2024 20:00:00;20;139;0;28;0;139
ES0031408318021001RP; 03/01/2024 21:00:00;21;128;0;27;0;128
ES0031408318021001RP; 03/01/2024 22:00:00;22;119;0;25;0;119
ES0031408318021001RP; 03/01/2024 23:00:00;23;102;0;27;0;102
ES0031408318021001RP; 03/01/2024 24:00:00;24;111;0;28;0;111
ES0031408318021001RP; 04/01/2024 01:00:00;1;105;0;25;0;105
ES0031408318021001RP; 04/01/2024 02:00:00;2;107;0;29;0;107
ES0031408318021001RP; 04/01/2024 03:00:00;3;101;0;26;0;101
ES0031408318021001RP; 04/01/2024 04:00:00;4;101;0;25;0;101
ES0031408318021001RP; 04/01/2024 05:00:00;5;100;0;25;0;100
ES0031408318021001RP; 04/01/2024 06:00:00;6;107;0;26;0;107
ES0031408318021001RP; 04/01/2024 07:00:00;7;159;0;30;0;159
ES0031408318021001RP; 04/01/2024 08:00:00;8;174;0;31;0;174
ES0031408318021001RP; 04/01/2024 09:00:00;9;191;0;32;0;191
ES0031408318021001RP; 04/01/2024 10:00:00;10;195;0;30;0;195
ES0031408318021001RP; 04/01/2024 11:00:00;11;195;0;35;0;195
ES0031408318021001RP; 04/01/2024 12:00:00;12;196;0;40;0;196
ES0031408318021001RP; 04/01/2024 13:00:00;13;193;0;34;0;193
ES0031408318021001RP; 04/01/2024 14:00:00;14;194;0;34;0;194
ES0031408318021001RP; 04/01/2024 15:00:00;15;166;0;31;0;166
ES0031408318021001RP; 04/01/2024 16:00:00;16;156;0;30;0;156
ES0031408318021001RP; 04/01/2024 17:00:00;17;151;0;31;0;151
ES0031408318021001RP; 04/01/2024 18:00:00;18;151;0;31;0;151
ES0031408318021001RP; 04/01/2024 19:00:00;19;146;0;29;0;146
ES0031408318021001RP; 04/01/2024 20:00:00;20;142;0;29;0;142
ES0031408318021001RP; 04/01/2024 21:00:00;21;135;0;29;0;135
ES0031408318021001RP; 04/01/2024 22:00:00;22;123;0;27;0;123
ES0031408318021001RP; 04/01/2024 23:00:00;23;107;0;30;0;107
ES0031408318021001RP; 04/01/2024 24:00:00;24;105;0;29;0;105
ES0031408318021001RP; 05/01/2024 01:00:00;1;98;0;28;0;98
ES0031408318021001RP; 05/01/2024 02:00:00;2;100;0;28;0;100
ES0031408318021001RP; 05/01/2024 03:00:00;3;97;0;27;0;97
ES0031408318021001RP; 05/01/2024 04:00:00;4;96;0;27;0;96
ES0031408318021001RP; 05/01/2024 05:00:00;5;95;0;26;0;95
ES0031408318021001RP; 05/01/2024 06:00:00;6;103;0;26;0;103
ES0031408318021001RP; 05/01/2024 07:00:00;7;163;0;27;0;163
ES0031408318021001RP; 05/01/2024 08:00:00;8;194;0;28;0;194
ES0031408318021001RP; 05/01/2024 09:00:00;9;210;0;25;0;210
ES0031408318021001RP; 05/01/2024 10:00:00;10;198;0;27;0;198
ES0031408318021001RP; 05/01/2024 11:00:00;11;200;0;27;0;200
ES0031408318021001RP; 05/01/2024 12:00:00;12;206;0;34;0;206
ES0031408318021001RP; 05/01/2024 13:00:00;13;189;0;34;0;189
ES0031408318021001RP; 05/01/2024 14:00:00;14;173;0;31;0;173
ES0031408318021001RP; 05/01/2024 15:00:00;15;159;0;28;0;159
ES0031408318021001RP; 05/01/2024 16:00:00;16;146;0;27;0;146
ES0031408318021001RP; 05/01/2024 17:00:00;17;147;0;29;0;147
ES0031408318021001RP; 05/01/2024 18:00:00;18;140;0;29;0;140
ES0031408318021001RP; 05/01/2024 19:00:00;19;138;0;28;0;138
ES0031408318021001RP; 05/01/2024 20:00:00;20;138;0;26;0;138
ES0031408318021001RP; 05/01/2024 21:00:00;21;132;0;25;0;132
ES0031408318021001RP; 05/01/2024 22:00:00;22;116;0;23;0;116
ES0031408318021001RP; 05/01/2024 23:00:00;23;100;0;25;0;100
ES0031408318021001RP; 05/01/2024 24:00:00;24;97;0;25;0;97
ES0031408318021001RP; 06/01/2024 01:00:00;1;95;0;24;0;95
ES0031408318021001RP; 06/01/2024 02:00:00;2;97;0;24;0;97
ES0031408318021001RP; 06/01/2024 03:00:00;3;95;0;24;0;95
ES0031408318021001RP; 06/01/2024 04:00:00;4;95;0;24;0;95
ES0031408318021001RP; 06/01/2024 05:00:00;5;98;0;25;0;98
ES0031408318021001RP; 06/01/2024 06:00:00;6;95;0;23;0;95
ES0031408318021001RP; 06/01/2024 07:00:00;7;96;0;25;0;96
ES0031408318021001RP; 06/01/2024 08:00:00;8;103;0;26;0;103
ES0031408318021001RP; 06/01/2024 09:00:00;9;100;0;23;0;100
ES0031408318021001RP; 06/01/2024 10:00:00;10;96;0;23;0;96
ES0031408318021001RP; 06/01/2024 11:00:00;11;98;0;25;0;98
ES0031408318021001RP; 06/01/2024 12:00:00;12;98;0;25;0;98
ES0031408318021001RP; 06/01/2024 13:00:00;13;99;0;26;0;99
ES0031408318021001RP; 06/01/2024 14:00:00;14;98;0;25;0;98
ES0031408318021001RP; 06/01/2024 15:00:00;15;101;0;25;0;101
ES0031408318021001RP; 06/01/2024 16:00:00;16;98;0;27;0;98
ES0031408318021001RP; 06/01/2024 17:00:00;17;98;0;26;0;98
ES0031408318021001RP; 06/01/2024 18:00:00;18;102;0;25;0;102
ES0031408318021001RP; 06/01/2024 19:00:00;19;101;0;27;0;101
ES0031408318021001RP; 06/01/2024 20:00:00;20;100;0;25;0;100
ES0031408318021001RP; 06/01/2024 21:00:00;21;101;0;24;0;101
ES0031408318021001RP; 06/01/2024 22:00:00;22;100;0;25;0;100
ES0031408318021001RP; 06/01/2024 23:00:00;23;100;0;24;0;100
ES0031408318021001RP; 06/01/2024 24:00:00;24;99;0;24;0;99
ES0031408318021001RP; 07/01/2024 01:00:00;1;99;0;27;0;99
ES0031408318021001RP; 07/01/2024 02:00:00;2;97;0;25;0;97
ES0031408318021001RP; 07/01/2024 03:00:00;3;98;0;23;0;98
ES0031408318021001RP; 07/01/2024 04:00:00;4;99;0;23;0;99
ES0031408318021001RP; 07/01/2024 05:00:00;5;100;0;26;0;100
ES0031408318021001RP; 07/01/2024 06:00:00;6;98;0;24;0;98
ES0031408318021001RP; 07/01/2024 07:00:00;7;100;0;22;0;100
ES0031408318021001RP; 07/01/2024 08:00:00;8;98;0;25;0;98
ES0031408318021001RP; 07/01/2024 09:00:00;9;99;0;25;0;99
ES0031408318021001RP; 07/01/2024 10:00:00;10;97;0;25;0;97
ES0031408318021001RP; 07/01/2024 11:00:00;11;95;0;24;0;95
ES0031408318021001RP; 07/01/2024 12:00:00;12;96;0;25;0;96
ES0031408318021001RP; 07/01/2024 13:00:00;13;102;0;27;0;102
ES0031408318021001RP; 07/01/2024 14:00:00;14;98;0;26;0;98
ES0031408318021001RP; 07/01/2024 15:00:00;15;99;0;28;0;99
ES0031408318021001RP; 07/01/2024 16:00:00;16;101;0;27;0;101
ES0031408318021001RP; 07/01/2024 17:00:00;17;101;0;26;0;101
ES0031408318021001RP; 07/01/2024 18:00:00;18;101;0;23;0;101
ES0031408318021001RP; 07/01/2024 19:00:00;19;105;0;25;0;105
ES0031408318021001RP; 07/01/2024 20:00:00;20;103;0;26;0;103
ES0031408318021001RP; 07/01/2024 21:00:00;21;102;0;27;0;102
ES0031408318021001RP; 07/01/2024 22:00:00;22;99;0;25;0;99
ES0031408318021001RP; 07/01/2024 23:00:00;23;100;0;24;0;100
ES0031408318021001RP; 07/01/2024 24:00:00;24;102;0;27;0;102
ES0031408318021001RP; 08/01/2024 01:00:00;1;100;0;26;0;100
ES0031408318021001RP; 08/01/2024 02:00:00;2;99;0;25;0;99
ES0031408318021001RP; 08/01/2024 03:00:00;3;99;0;24;0;99
ES0031408318021001RP; 08/01/2024 04:00:00;4;100;0;25;0;100
ES0031408318021001RP; 08/01/2024 05:00:00;5;100;0;26;0;100
ES0031408318021001RP; 08/01/2024 06:00:00;6;151;0;34;0;151
ES0031408318021001RP; 08/01/2024 07:00:00;7;191;0;37;0;191
ES0031408318021001RP; 08/01/2024 08:00:00;8;235;0;39;0;235
ES0031408318021001RP; 08/01/2024 09:00:00;9;335;0;43;0;335
ES0031408318021001RP; 08/01/2024 10:00:00;10;400;0;52;0;400
ES0031408318021001RP; 08/01/2024 11:00:00;11;426;0;53;0;426
ES0031408318021001RP; 08/01/2024 12:00:00;12;447;0;57;0;447
ES0031408318021001RP; 08/01/2024 13:00:00;13;443;0;59;0;443
ES0031408318021001RP; 08/01/2024 14:00:00;14;440;0;58;0;440
ES0031408318021001RP; 08/01/2024 15:00:00;15;430;0;60;0;430
ES0031408318021001RP; 08/01/2024 16:00:00;16;433;0;63;0;433
ES0031408318021001RP; 08/01/2024 17:00:00;17;405;0;51;0;405
ES0031408318021001RP; 08/01/2024 18:00:00;18;370;0;49;0;370
ES0031408318021001RP; 08/01/2024 19:00:00;19;324;0;44;0;324
ES0031408318021001RP; 08/01/2024 20:00:00;20;283;0;40;0;283
ES0031408318021001RP; 08/01/2024 21:00:00;21;246;0;33;0;246
ES0031408318021001RP; 08/01/2024 22:00:00;22;152;0;29;0;152
ES0031408318021001RP; 08/01/2024 23:00:00;23;108;0;28;0;108
ES0031408318021001RP; 08/01/2024 24:00:00;24;103;0;27;0;103
ES0031408318021001RP; 09/01/2024 01:00:00;1;107;0;26;0;107
ES0031408318021001RP; 09/01/2024 02:00:00;2;110;0;29;0;110
ES0031408318021001RP; 09/01/2024 03:00:00;3;102;0;25;0;102
ES0031408318021001RP; 09/01/2024 04:00:00;4;101;0;25;0;101
ES0031408318021001RP; 09/01/2024 05:00:00;5;104;0;25;0;104
ES0031408318021001RP; 09/01/2024 06:00:00;6;110;0;25;0;110
ES0031408318021001RP; 09/01/2024 07:00:00;7;190;0;31;0;190
ES0031408318021001RP; 09/01/2024 08:00:00;8;236;0;39;0;236
ES0031408318021001RP; 09/01/2024 09:00:00;9;335;0;43;0;335
ES0031408318021001RP; 09/01/2024 10:00:00;10;382;0;54;0;382
ES0031408318021001RP; 09/01/2024 11:00:00;11;414;0;58;0;414
ES0031408318021001RP; 09/01/2024 12:00:00;12;414;0;55;0;414
ES0031408318021001RP; 09/01/2024 13:00:00;13;415;0;58;0;415
ES0031408318021001RP; 09/01/2024 14:00:00;14;407;0;54;0;407
ES0031408318021001RP; 09/01/2024 15:00:00;15;407;0;54;0;407
ES0031408318021001RP; 09/01/2024 16:00:00;16;421;0;56;0;421
ES0031408318021001RP; 09/01/2024 17:00:00;17;395;0;47;0;395
ES0031408318021001RP; 09/01/2024 18:00:00;18;359;0;39;0;359
ES0031408318021001RP; 09/01/2024 19:00:00;19;315;0;38;0;315
ES0031408318021001RP; 09/01/2024 20:00:00;20;279;0;33;0;279
ES0031408318021001RP; 09/01/2024 21:00:00;21;235;0;31;0;235
ES0031408318021001RP; 09/01/2024 22:00:00;22;142;0;27;0;142
ES0031408318021001RP; 09/01/2024 23:00:00;23;106;0;27;0;106
ES0031408318021001RP; 09/01/2024 24:00:00;24;101;0;27;0;101
ES0031408318021001RP; 10/01/2024 01:00:00;1;100;0;28;0;100
ES0031408318021001RP; 10/01/2024 02:00:00;2;109;0;28;0;109
ES0031408318021001RP; 10/01/2024 03:00:00;3;107;0;27;0;107
ES0031408318021001RP; 10/01/2024 04:00:00;4;102;0;26;0;102
ES0031408318021001RP; 10/01/2024 05:00:00;5;100;0;25;0;100
ES0031408318021001RP; 10/01/2024 06:00:00;6;104;0;24;0;104
ES0031408318021001RP; 10/01/2024 07:00:00;7;172;0;30;0;172
ES0031408318021001RP; 10/01/2024 08:00:00;8;186;0;31;0;186
ES0031408318021001RP; 10/01/2024 09:00:00;9;332;0;45;0;332
ES0031408318021001RP; 10/01/2024 10:00:00;10;410;0;52;0;410
ES0031408318021001RP; 10/01/2024 11:00:00;11;427;0;56;0;427
ES0031408318021001RP; 10/01/2024 12:00:00;12;436;0;59;0;436
ES0031408318021001RP; 10/01/2024 13:00:00;13;439;0;59;0;439
ES0031408318021001RP; 10/01/2024 14:00:00;14;427;0;59;0;427
ES0031408318021001RP; 10/01/2024 15:00:00;15;440;0;57;0;440
ES0031408318021001RP; 10/01/2024 16:00:00;16;415;0;58;0;415
ES0031408318021001RP; 10/01/2024 17:00:00;17;433;0;61;0;433
ES0031408318021001RP; 10/01/2024 18:00:00;18;397;0;51;0;397
ES0031408318021001RP; 10/01/2024 19:00:00;19;345;0;46;0;345
ES0031408318021001RP; 10/01/2024 20:00:00;20;297;0;38;0;297
ES0031408318021001RP; 10/01/2024 21:00:00;21;242;0;32;0;242
ES0031408318021001RP; 10/01/2024 22:00:00;22;138;0;24;0;138
ES0031408318021001RP; 10/01/2024 23:00:00;23;102;0;26;0;102
ES0031408318021001RP; 10/01/2024 24:00:00;24;111;0;27;0;111
ES0031408318021001RP; 11/01/2024 01:00:00;1;109;0;29;0;109
ES0031408318021001RP; 11/01/2024 02:00:00;2;107;0;27;0;107
ES0031408318021001RP; 11/01/2024 03:00:00;3;104;0;27;0;104
ES0031408318021001RP; 11/01/2024 04:00:00;4;102;0;25;0;102
ES0031408318021001RP; 11/01/2024 05:00:00;5;101;0;25;0;101
ES0031408318021001RP; 11/01/2024 06:00:00;6;106;0;24;0;106
ES0031408318021001RP; 11/01/2024 07:00:00;7;178;0;32;0;178
ES0031408318021001RP; 11/01/2024 08:00:00;8;230;0;40;0;230
ES0031408318021001RP; 11/01/2024 09:00:00;9;328;0;44;0;328
ES0031408318021001RP; 11/01/2024 10:00:00;10;354;0;47;0;354
ES0031408318021001RP; 11/01/2024 11:00:00;11;403;0;51;0;403
ES0031408318021001RP; 11/01/2024 12:00:00;12;405;0;53;0;405
ES0031408318021001RP; 11/01/2024 13:00:00;13;418;0;53;0;418
ES0031408318021001RP; 11/01/2024 14:00:00;14;412;0;55;0;412
ES0031408318021001RP; 11/01/2024 15:00:00;15;422;0;61;0;422
ES0031408318021001RP; 11/01/2024 16:00:00;16;427;0;62;0;427
ES0031408318021001RP; 11/01/2024 17:00:00;17;403;0;54;0;403
ES0031408318021001RP; 11/01/2024 18:00:00;18;381;0;43;0;381
ES0031408318021001RP; 11/01/2024 19:00:00;19;351;0;49;0;351
ES0031408318021001RP; 11/01/2024 20:00:00;20;303;0;41;0;303
ES0031408318021001RP; 11/01/2024 21:00:00;21;244;0;30;0;244
ES0031408318021001RP; 11/01/2024 22:00:00;22;149;0;24;0;149
ES0031408318021001RP; 11/01/2024 23:00:00;23;107;0;27;0;107
ES0031408318021001RP; 11/01/2024 24:00:00;24;105;0;26;0;105
ES0031408318021001RP; 12/01/2024 01:00:00;1;105;0;28;0;105
ES0031408318021001RP; 12/01/2024 02:00:00;2;103;0;25;0;103
ES0031408318021001RP; 12/01/2024 03:00:00;3;103;0;28;0;103
ES0031408318021001RP; 12/01/2024 04:00:00;4;102;0;28;0;102
ES0031408318021001RP; 12/01/2024 05:00:00;5;98;0;25;0;98
ES0031408318021001RP; 12/01/2024 06:00:00;6;105;0;23;0;105
ES0031408318021001RP; 12/01/2024 07:00:00;7;174;0;32;0;174
ES0031408318021001RP; 12/01/2024 08:00:00;8;216;0;41;0;216
ES0031408318021001RP; 12/01/2024 09:00:00;9;331;0;45;0;331
ES0031408318021001RP; 12/01/2024 10:00:00;10;359;0;46;0;359
ES0031408318021001RP; 12/01/2024 11:00:00;11;403;0;53;0;403
ES0031408318021001RP; 12/01/2024 12:00:00;12;416;0;58;0;416
ES0031408318021001RP; 12/01/2024 13:00:00;13;428;0;62;0;428
ES0031408318021001RP; 12/01/2024 14:00:00;14;386;0;57;0;386
ES0031408318021001RP; 12/01/2024 15:00:00;15;389;0;52;0;389
ES0031408318021001RP; 12/01/2024 16:00:00;16;367;0;51;0;367
ES0031408318021001RP; 12/01/2024 17:00:00;17;334;0;44;0;334
ES0031408318021001RP; 12/01/2024 18:00:00;18;312;0;41;0;312
ES0031408318021001RP; 12/01/2024 19:00:00;19;292;0;49;0;292
ES0031408318021001RP; 12/01/2024 20:00:00;20;256;0;41;0;256
ES0031408318021001RP; 12/01/2024 21:00:00;21;211;0;29;0;211
ES0031408318021001RP; 12/01/2024 22:00:00;22;136;0;24;0;136
ES0031408318021001RP; 12/01/2024 23:00:00;23;108;0;26;0;108
ES0031408318021001RP; 12/01/2024 24:00:00;24;101;0;26;0;101
ES0031408318021001RP; 13/01/2024 01:00:00;1;98;0;26;0;98
ES0031408318021001RP; 13/01/2024 02:00:00;2;100;0;26;0;100
ES0031408318021001RP; 13/01/2024 03:00:00;3;99;0;28;0;99
ES0031408318021001RP; 13/01/2024 04:00:00;4;101;0;25;0;101
ES0031408318021001RP; 13/01/2024 05:00:00;5;99;0;26;0;99
ES0031408318021001RP; 13/01/2024 06:00:00;6;101;0;26;0;101
ES0031408318021001RP; 13/01/2024 07:00:00;7;101;0;25;0;101
ES0031408318021001RP; 13/01/2024 08:00:00;8;100;0;24;0;100
ES0031408318021001RP; 13/01/2024 09:00:00;9;101;0;26;0;101
ES0031408318021001RP; 13/01/2024 10:00:00;10;99;0;24;0;99
ES0031408318021001RP; 13/01/2024 11:00:00;11;101;0;28;0;101
ES0031408318021001RP; 13/01/2024 12:00:00;12;99;0;25;0;99
ES0031408318021001RP; 13/01/2024 13:00:00;13;101;0;25;0;101
ES0031408318021001RP; 13/01/2024 14:00:00;14;101;0;25;0;101
ES0031408318021001RP; 13/01/2024 15:00:00;15;102;0;27;0;102
ES0031408318021001RP; 13/01/2024 16:00:00;16;104;0;29;0;104
ES0031408318021001RP; 13/01/2024 17:00:00;17;99;0;26;0;99
ES0031408318021001RP; 13/01/2024 18:00:00;18;103;0;26;0;103
ES0031408318021001RP; 13/01/2024 19:00:00;19;103;0;25;0;103
ES0031408318021001RP; 13/01/2024 20:00:00;20;103;0;27;0;103
ES0031408318021001RP; 13/01/2024 21:00:00;21;101;0;27;0;101
ES0031408318021001RP; 13/01/2024 22:00:00;22;102;0;26;0;102
ES0031408318021001RP; 13/01/2024 23:00:00;23;101;0;24;0;101
ES0031408318021001RP; 13/01/2024 24:00:00;24;102;0;26;0;102
ES0031408318021001RP; 14/01/2024 01:00:00;1;100;0;27;0;100
ES0031408318021001RP; 14/01/2024 02:00:00;2;104;0;24;0;104
ES0031408318021001RP; 14/01/2024 03:00:00;3;101;0;24;0;101
ES0031408318021001RP; 14/01/2024 04:00:00;4;100;0;24;0;100
ES0031408318021001RP; 14/01/2024 05:00:00;5;101;0;25;0;101
ES0031408318021001RP; 14/01/2024 06:00:00;6;103;0;24;0;103
ES0031408318021001RP; 14/01/2024 07:00:00;7;103;0;24;0;103
ES0031408318021001RP; 14/01/2024 08:00:00;8;104;0;24;0;104
ES0031408318021001RP; 14/01/2024 09:00:00;9;104;0;26;0;104
ES0031408318021001RP; 14/01/2024 10:00:00;10;103;0;24;0;103
ES0031408318021001RP; 14/01/2024 11:00:00;11;102;0;26;0;102
ES0031408318021001RP; 14/01/2024 12:00:00;12;101;0;25;0;101
ES0031408318021001RP; 14/01/2024 13:00:00;13;103;0;28;0;103
ES0031408318021001RP; 14/01/2024 14:00:00;14;101;0;26;0;101
ES0031408318021001RP; 14/01/2024 15:00:00;15;101;0;25;0;101
ES0031408318021001RP; 14/01/2024 16:00:00;16;104;0;26;0;104
ES0031408318021001RP; 14/01/2024 17:00:00;17;105;0;26;0;105
ES0031408318021001RP; 14/01/2024 18:00:00;18;109;0;25;0;109
ES0031408318021001RP; 14/01/2024 19:00:00;19;109;0;27;0;109
ES0031408318021001RP; 14/01/2024 20:00:00;20;107;0;27;0;107
ES0031408318021001RP; 14/01/2024 21:00:00;21;108;0;27;0;108
ES0031408318021001RP; 14/01/2024 22:00:00;22;107;0;28;0;107
ES0031408318021001RP; 14/01/2024 23:00:00;23;105;0;27;0;105
ES0031408318021001RP; 14/01/2024 24:00:00;24;104;0;28;0;104
ES0031408318021001RP; 15/01/2024 01:00:00;1;101;0;24;0;101
ES0031408318021001RP; 15/01/2024 02:00:00;2;101;0;26;0;101
ES0031408318021001RP; 15/01/2024 03:00:00;3;102;0;26;0;102
ES0031408318021001RP; 15/01/2024 04:00:00;4;100;0;26;0;100
ES0031408318021001RP; 15/01/2024 05:00:00;5;101;0;25;0;101
ES0031408318021001RP; 15/01/2024 06:00:00;6;122;0;29;0;122
ES0031408318021001RP; 15/01/2024 07:00:00;7;165;0;30;0;165
ES0031408318021001RP; 15/01/2024 08:00:00;8;231;0;38;0;231
ES0031408318021001RP; 15/01/2024 09:00:00;9;358;0;46;0;358
ES0031408318021001RP; 15/01/2024 10:00:00;10;401;0;49;0;401
ES0031408318021001RP; 15/01/2024 11:00:00;11;412;0;51;0;412
ES0031408318021001RP; 15/01/2024 12:00:00;12;441;0;60;0;441
ES0031408318021001RP; 15/01/2024 13:00:00;13;437;0;60;0;437
ES0031408318021001RP; 15/01/2024 14:00:00;14;427;0;58;0;427
ES0031408318021001RP; 15/01/2024 15:00:00;15;434;0;60;0;434
ES0031408318021001RP; 15/01/2024 16:00:00;16;426;0;55;0;426
ES0031408318021001RP; 15/01/2024 17:00:00;17;397;0;49;0;397
ES0031408318021001RP; 15/01/2024 18:00:00;18;359;0;42;0;359
ES0031408318021001RP; 15/01/2024 19:00:00;19;334;0;42;0;334
ES0031408318021001RP; 15/01/2024 20:00:00;20;290;0;37;0;290
ES0031408318021001RP; 15/01/2024 21:00:00;21;246;0;35;0;246
ES0031408318021001RP; 15/01/2024 22:00:00;22;154;0;28;0;154
ES0031408318021001RP; 15/01/2024 23:00:00;23;111;0;28;0;111
ES0031408318021001RP; 15/01/2024 24:00:00;24;105;0;27;0;105
ES0031408318021001RP; 16/01/2024 01:00:00;1;107;0;26;0;107
ES0031408318021001RP; 16/01/2024 02:00:00;2;113;0;28;0;113
ES0031408318021001RP; 16/01/2024 03:00:00;3;108;0;28;0;108
ES0031408318021001RP; 16/01/2024 04:00:00;4;106;0;29;0;106
ES0031408318021001RP; 16/01/2024 05:00:00;5;100;0;24;0;100
ES0031408318021001RP; 16/01/2024 06:00:00;6;105;0;24;0;105
ES0031408318021001RP; 16/01/2024 07:00:00;7;163;0;30;0;163
ES0031408318021001RP; 16/01/2024 08:00:00;8;225;0;39;0;225
ES0031408318021001RP; 16/01/2024 09:00:00;9;319;0;44;0;319
ES0031408318021001RP; 16/01/2024 10:00:00;10;359;0;48;0;359
ES0031408318021001RP; 16/01/2024 11:00:00;11;400;0;52;0;400
ES0031408318021001RP; 16/01/2024 12:00:00;12;441;0;60;0;441
